transaction_id,customer_id,transaction_date,products_in_order,total_transaction_cost
TXN000011,CUST001,2024-04-15,"[{'product_id': np.int64(58102), 'product_name': 'Decor Product 58102', 'quantity': 1, 'item_cost': np.float64(372.87), 'total_item_cost': np.float64(372.87)}, {'product_id': np.int64(59926), 'product_name': 'Appliances Product 59926', 'quantity': 5, 'item_cost': np.float64(734.23), 'total_item_cost': np.float64(3671.15)}, {'product_id': np.int64(54253), 'product_name': 'Kids Product 54253', 'quantity': 1, 'item_cost': np.float64(217.8), 'total_item_cost': np.float64(217.8)}, {'product_id': np.int64(59881), 'product_name': 'Decor Product 59881', 'quantity': 1, 'item_cost': np.float64(101.77), 'total_item_cost': np.float64(101.77)}, {'product_id': np.int64(40423), 'product_name': 'Decor Product 40423', 'quantity': 4, 'item_cost': np.float64(402.07), 'total_item_cost': np.float64(1608.28)}, {'product_id': np.int64(79590), 'product_name': 'Kids Product 79590', 'quantity': 3, 'item_cost': np.float64(885.73), 'total_item_cost': np.float64(2657.19)}, {'product_id': np.int64(89347), 'product_name': 'Laptops Product 89347', 'quantity': 5, 'item_cost': np.float64(940.3), 'total_item_cost': np.float64(4701.5)}, {'product_id': np.int64(66306), 'product_name': 'Decor Product 66306', 'quantity': 1, 'item_cost': np.float64(634.4), 'total_item_cost': np.float64(634.4)}, {'product_id': np.int64(2672), 'product_name': 'Women Product 2672', 'quantity': 5, 'item_cost': np.float64(972.08), 'total_item_cost': np.float64(4860.400000000001)}, {'product_id': np.int64(19374), 'product_name': 'Smartphones Product 19374', 'quantity': 3, 'item_cost': np.float64(677.05), 'total_item_cost': np.float64(2031.1499999999999)}]",20856.510000000002
TXN000012,CUST001,2024-04-26,"[{'product_id': np.int64(39728), 'product_name': 'Men Product 39728', 'quantity': 5, 'item_cost': np.float64(40.38), 'total_item_cost': np.float64(201.9)}, {'product_id': np.int64(2360), 'product_name': 'Decor Product 2360', 'quantity': 4, 'item_cost': np.float64(200.75), 'total_item_cost': np.float64(803.0)}, {'product_id': np.int64(91659), 'product_name': 'Accessories Product 91659', 'quantity': 1, 'item_cost': np.float64(505.27), 'total_item_cost': np.float64(505.27)}]",1510.17
TXN000013,CUST001,2024-10-24,"[{'product_id': np.int64(5845), 'product_name': 'Laptops Product 5845', 'quantity': 4, 'item_cost': np.float64(847.15), 'total_item_cost': np.float64(3388.6)}, {'product_id': np.int64(66859), 'product_name': 'Furniture Product 66859', 'quantity': 4, 'item_cost': np.float64(716.75), 'total_item_cost': np.float64(2867.0)}, {'product_id': np.int64(22943), 'product_name': 'Kids Product 22943', 'quantity': 2, 'item_cost': np.float64(719.72), 'total_item_cost': np.float64(1439.44)}, {'product_id': np.int64(25363), 'product_name': 'Accessories Product 25363', 'quantity': 1, 'item_cost': np.float64(74.37), 'total_item_cost': np.float64(74.37)}, {'product_id': np.int64(32212), 'product_name': 'Laptops Product 32212', 'quantity': 4, 'item_cost': np.float64(996.03), 'total_item_cost': np.float64(3984.12)}, {'product_id': np.int64(75640), 'product_name': 'Women Product 75640', 'quantity': 5, 'item_cost': np.float64(656.54), 'total_item_cost': np.float64(3282.7)}, {'product_id': np.int64(85100), 'product_name': 'Kids Product 85100', 'quantity': 4, 'item_cost': np.float64(342.45), 'total_item_cost': np.float64(1369.8)}, {'product_id': np.int64(63812), 'product_name': 'Kids Product 63812', 'quantity': 1, 'item_cost': np.float64(708.55), 'total_item_cost': np.float64(708.55)}, {'product_id': np.int64(87189), 'product_name': 'Smartphones Product 87189', 'quantity': 2, 'item_cost': np.float64(421.62), 'total_item_cost': np.float64(843.24)}]",17957.82
TXN000014,CUST001,2025-02-15,"[{'product_id': np.int64(15022), 'product_name': 'Women Product 15022', 'quantity': 5, 'item_cost': np.float64(968.82), 'total_item_cost': np.float64(4844.1)}, {'product_id': np.int64(13510), 'product_name': 'Women Product 13510', 'quantity': 5, 'item_cost': np.float64(986.09), 'total_item_cost': np.float64(4930.45)}]",9774.55
TXN000015,CUST001,2024-10-16,"[{'product_id': np.int64(83237), 'product_name': 'Furniture Product 83237', 'quantity': 1, 'item_cost': np.float64(39.87), 'total_item_cost': np.float64(39.87)}, {'product_id': np.int64(68681), 'product_name': 'Smartphones Product 68681', 'quantity': 3, 'item_cost': np.float64(739.27), 'total_item_cost': np.float64(2217.81)}, {'product_id': np.int64(42246), 'product_name': 'Women Product 42246', 'quantity': 1, 'item_cost': np.float64(161.79), 'total_item_cost': np.float64(161.79)}, {'product_id': np.int64(72119), 'product_name': 'Men Product 72119', 'quantity': 5, 'item_cost': np.float64(506.24), 'total_item_cost': np.float64(2531.2)}, {'product_id': np.int64(15940), 'product_name': 'Men Product 15940', 'quantity': 2, 'item_cost': np.float64(686.42), 'total_item_cost': np.float64(1372.84)}, {'product_id': np.int64(35860), 'product_name': 'Women Product 35860', 'quantity': 2, 'item_cost': np.float64(695.33), 'total_item_cost': np.float64(1390.66)}, {'product_id': np.int64(18285), 'product_name': 'Laptops Product 18285', 'quantity': 4, 'item_cost': np.float64(726.76), 'total_item_cost': np.float64(2907.04)}]",10621.21
TXN000016,CUST001,2024-02-18,"[{'product_id': np.int64(21988), 'product_name': 'Laptops Product 21988', 'quantity': 3, 'item_cost': np.float64(742.23), 'total_item_cost': np.float64(2226.69)}, {'product_id': np.int64(84061), 'product_name': 'Men Product 84061', 'quantity': 5, 'item_cost': np.float64(582.39), 'total_item_cost': np.float64(2911.95)}]",5138.639999999999
TXN000017,CUST001,2024-04-16,"[{'product_id': np.int64(81536), 'product_name': 'Appliances Product 81536', 'quantity': 3, 'item_cost': np.float64(994.36), 'total_item_cost': np.float64(2983.08)}, {'product_id': np.int64(93096), 'product_name': 'Appliances Product 93096', 'quantity': 5, 'item_cost': np.float64(717.87), 'total_item_cost': np.float64(3589.35)}, {'product_id': np.int64(67375), 'product_name': 'Appliances Product 67375', 'quantity': 3, 'item_cost': np.float64(237.29), 'total_item_cost': np.float64(711.87)}, {'product_id': np.int64(79563), 'product_name': 'Women Product 79563', 'quantity': 1, 'item_cost': np.float64(419.69), 'total_item_cost': np.float64(419.69)}, {'product_id': np.int64(12478), 'product_name': 'Laptops Product 12478', 'quantity': 2, 'item_cost': np.float64(403.57), 'total_item_cost': np.float64(807.14)}, {'product_id': np.int64(69878), 'product_name': 'Men Product 69878', 'quantity': 4, 'item_cost': np.float64(261.43), 'total_item_cost': np.float64(1045.72)}, {'product_id': np.int64(12115), 'product_name': 'Laptops Product 12115', 'quantity': 4, 'item_cost': np.float64(848.35), 'total_item_cost': np.float64(3393.4)}, {'product_id': np.int64(8769), 'product_name': 'Furniture Product 8769', 'quantity': 1, 'item_cost': np.float64(791.32), 'total_item_cost': np.float64(791.32)}]",13741.569999999998
TXN000018,CUST001,2024-03-23,"[{'product_id': np.int64(63588), 'product_name': 'Men Product 63588', 'quantity': 4, 'item_cost': np.float64(11.55), 'total_item_cost': np.float64(46.2)}, {'product_id': np.int64(678), 'product_name': 'Accessories Product 678', 'quantity': 5, 'item_cost': np.float64(575.47), 'total_item_cost': np.float64(2877.3500000000004)}, {'product_id': np.int64(27776), 'product_name': 'Decor Product 27776', 'quantity': 4, 'item_cost': np.float64(455.77), 'total_item_cost': np.float64(1823.08)}, {'product_id': np.int64(49624), 'product_name': 'Appliances Product 49624', 'quantity': 4, 'item_cost': np.float64(872.33), 'total_item_cost': np.float64(3489.32)}, {'product_id': np.int64(8940), 'product_name': 'Laptops Product 8940', 'quantity': 5, 'item_cost': np.float64(336.86), 'total_item_cost': np.float64(1684.3000000000002)}, {'product_id': np.int64(29936), 'product_name': 'Laptops Product 29936', 'quantity': 1, 'item_cost': np.float64(581.07), 'total_item_cost': np.float64(581.07)}]",10501.32
TXN000019,CUST001,2024-09-01,"[{'product_id': np.int64(4029), 'product_name': 'Kids Product 4029', 'quantity': 1, 'item_cost': np.float64(618.19), 'total_item_cost': np.float64(618.19)}, {'product_id': np.int64(22191), 'product_name': 'Decor Product 22191', 'quantity': 4, 'item_cost': np.float64(970.15), 'total_item_cost': np.float64(3880.6)}, {'product_id': np.int64(89615), 'product_name': 'Furniture Product 89615', 'quantity': 3, 'item_cost': np.float64(110.39), 'total_item_cost': np.float64(331.17)}, {'product_id': np.int64(49565), 'product_name': 'Laptops Product 49565', 'quantity': 2, 'item_cost': np.float64(997.67), 'total_item_cost': np.float64(1995.34)}, {'product_id': np.int64(87452), 'product_name': 'Appliances Product 87452', 'quantity': 2, 'item_cost': np.float64(927.86), 'total_item_cost': np.float64(1855.72)}, {'product_id': np.int64(57856), 'product_name': 'Kids Product 57856', 'quantity': 3, 'item_cost': np.float64(571.38), 'total_item_cost': np.float64(1714.1399999999999)}, {'product_id': np.int64(98159), 'product_name': 'Furniture Product 98159', 'quantity': 5, 'item_cost': np.float64(567.81), 'total_item_cost': np.float64(2839.0499999999997)}]",13234.21
TXN000020,CUST002,2024-10-17,"[{'product_id': np.int64(34452), 'product_name': 'Women Product 34452', 'quantity': 3, 'item_cost': np.float64(217.71), 'total_item_cost': np.float64(653.13)}, {'product_id': np.int64(32401), 'product_name': 'Men Product 32401', 'quantity': 4, 'item_cost': np.float64(79.39), 'total_item_cost': np.float64(317.56)}, {'product_id': np.int64(70211), 'product_name': 'Men Product 70211', 'quantity': 1, 'item_cost': np.float64(791.38), 'total_item_cost': np.float64(791.38)}, {'product_id': np.int64(95191), 'product_name': 'Appliances Product 95191', 'quantity': 3, 'item_cost': np.float64(639.21), 'total_item_cost': np.float64(1917.63)}, {'product_id': np.int64(38151), 'product_name': 'Men Product 38151', 'quantity': 1, 'item_cost': np.float64(451.51), 'total_item_cost': np.float64(451.51)}, {'product_id': np.int64(74196), 'product_name': 'Laptops Product 74196', 'quantity': 4, 'item_cost': np.float64(157.11), 'total_item_cost': np.float64(628.44)}, {'product_id': np.int64(55641), 'product_name': 'Furniture Product 55641', 'quantity': 1, 'item_cost': np.float64(14.38), 'total_item_cost': np.float64(14.38)}, {'product_id': np.int64(16017), 'product_name': 'Appliances Product 16017', 'quantity': 2, 'item_cost': np.float64(235.78), 'total_item_cost': np.float64(471.56)}]",5245.59
TXN000021,CUST002,2024-10-30,"[{'product_id': np.int64(14906), 'product_name': 'Women Product 14906', 'quantity': 4, 'item_cost': np.float64(47.08), 'total_item_cost': np.float64(188.32)}, {'product_id': np.int64(52192), 'product_name': 'Women Product 52192', 'quantity': 4, 'item_cost': np.float64(373.73), 'total_item_cost': np.float64(1494.92)}, {'product_id': np.int64(98061), 'product_name': 'Appliances Product 98061', 'quantity': 3, 'item_cost': np.float64(571.96), 'total_item_cost': np.float64(1715.88)}, {'product_id': np.int64(44173), 'product_name': 'Men Product 44173', 'quantity': 5, 'item_cost': np.float64(953.47), 'total_item_cost': np.float64(4767.35)}]",8166.47
TXN000022,CUST002,2024-10-07,"[{'product_id': np.int64(93992), 'product_name': 'Kids Product 93992', 'quantity': 4, 'item_cost': np.float64(715.65), 'total_item_cost': np.float64(2862.6)}, {'product_id': np.int64(42616), 'product_name': 'Accessories Product 42616', 'quantity': 4, 'item_cost': np.float64(364.7), 'total_item_cost': np.float64(1458.8)}, {'product_id': np.int64(69040), 'product_name': 'Kids Product 69040', 'quantity': 2, 'item_cost': np.float64(378.32), 'total_item_cost': np.float64(756.64)}, {'product_id': np.int64(12290), 'product_name': 'Men Product 12290', 'quantity': 4, 'item_cost': np.float64(30.22), 'total_item_cost': np.float64(120.88)}, {'product_id': np.int64(39054), 'product_name': 'Smartphones Product 39054', 'quantity': 1, 'item_cost': np.float64(253.26), 'total_item_cost': np.float64(253.26)}]",5452.18
TXN000023,CUST002,2024-09-21,"[{'product_id': np.int64(96907), 'product_name': 'Laptops Product 96907', 'quantity': 4, 'item_cost': np.float64(586.97), 'total_item_cost': np.float64(2347.88)}, {'product_id': np.int64(49387), 'product_name': 'Decor Product 49387', 'quantity': 3, 'item_cost': np.float64(909.14), 'total_item_cost': np.float64(2727.42)}, {'product_id': np.int64(96861), 'product_name': 'Smartphones Product 96861', 'quantity': 2, 'item_cost': np.float64(171.68), 'total_item_cost': np.float64(343.36)}, {'product_id': np.int64(27069), 'product_name': 'Smartphones Product 27069', 'quantity': 5, 'item_cost': np.float64(499.23), 'total_item_cost': np.float64(2496.15)}, {'product_id': np.int64(19528), 'product_name': 'Kids Product 19528', 'quantity': 4, 'item_cost': np.float64(273.55), 'total_item_cost': np.float64(1094.2)}, {'product_id': np.int64(27252), 'product_name': 'Smartphones Product 27252', 'quantity': 4, 'item_cost': np.float64(184.76), 'total_item_cost': np.float64(739.04)}, {'product_id': np.int64(21769), 'product_name': 'Kids Product 21769', 'quantity': 5, 'item_cost': np.float64(525.1), 'total_item_cost': np.float64(2625.5)}, {'product_id': np.int64(18570), 'product_name': 'Decor Product 18570', 'quantity': 2, 'item_cost': np.float64(88.21), 'total_item_cost': np.float64(176.42)}, {'product_id': np.int64(49326), 'product_name': 'Women Product 49326', 'quantity': 2, 'item_cost': np.float64(663.9), 'total_item_cost': np.float64(1327.8)}, {'product_id': np.int64(18452), 'product_name': 'Women Product 18452', 'quantity': 2, 'item_cost': np.float64(416.27), 'total_item_cost': np.float64(832.54)}]",14710.309999999998
TXN000024,CUST002,2024-12-17,"[{'product_id': np.int64(98069), 'product_name': 'Furniture Product 98069', 'quantity': 3, 'item_cost': np.float64(629.42), 'total_item_cost': np.float64(1888.2599999999998)}, {'product_id': np.int64(78504), 'product_name': 'Appliances Product 78504', 'quantity': 1, 'item_cost': np.float64(691.61), 'total_item_cost': np.float64(691.61)}, {'product_id': np.int64(14481), 'product_name': 'Furniture Product 14481', 'quantity': 3, 'item_cost': np.float64(165.05), 'total_item_cost': np.float64(495.15000000000003)}, {'product_id': np.int64(66134), 'product_name': 'Furniture Product 66134', 'quantity': 3, 'item_cost': np.float64(261.05), 'total_item_cost': np.float64(783.1500000000001)}, {'product_id': np.int64(16117), 'product_name': 'Accessories Product 16117', 'quantity': 2, 'item_cost': np.float64(737.76), 'total_item_cost': np.float64(1475.52)}, {'product_id': np.int64(10090), 'product_name': 'Appliances Product 10090', 'quantity': 4, 'item_cost': np.float64(72.02), 'total_item_cost': np.float64(288.08)}, {'product_id': np.int64(52301), 'product_name': 'Appliances Product 52301', 'quantity': 1, 'item_cost': np.float64(439.98), 'total_item_cost': np.float64(439.98)}]",6061.75
TXN000025,CUST002,2024-10-30,"[{'product_id': np.int64(27555), 'product_name': 'Decor Product 27555', 'quantity': 4, 'item_cost': np.float64(650.79), 'total_item_cost': np.float64(2603.16)}, {'product_id': np.int64(77850), 'product_name': 'Furniture Product 77850', 'quantity': 3, 'item_cost': np.float64(843.56), 'total_item_cost': np.float64(2530.68)}, {'product_id': np.int64(82498), 'product_name': 'Laptops Product 82498', 'quantity': 2, 'item_cost': np.float64(566.93), 'total_item_cost': np.float64(1133.86)}, {'product_id': np.int64(1200), 'product_name': 'Women Product 1200', 'quantity': 5, 'item_cost': np.float64(38.21), 'total_item_cost': np.float64(191.05)}, {'product_id': np.int64(63318), 'product_name': 'Smartphones Product 63318', 'quantity': 1, 'item_cost': np.float64(460.91), 'total_item_cost': np.float64(460.91)}, {'product_id': np.int64(27541), 'product_name': 'Laptops Product 27541', 'quantity': 4, 'item_cost': np.float64(585.12), 'total_item_cost': np.float64(2340.48)}]",9260.14
TXN000026,CUST002,2024-09-22,"[{'product_id': np.int64(26876), 'product_name': 'Appliances Product 26876', 'quantity': 4, 'item_cost': np.float64(874.19), 'total_item_cost': np.float64(3496.76)}, {'product_id': np.int64(38337), 'product_name': 'Furniture Product 38337', 'quantity': 4, 'item_cost': np.float64(646.22), 'total_item_cost': np.float64(2584.88)}, {'product_id': np.int64(59392), 'product_name': 'Appliances Product 59392', 'quantity': 4, 'item_cost': np.float64(670.52), 'total_item_cost': np.float64(2682.08)}, {'product_id': np.int64(68127), 'product_name': 'Appliances Product 68127', 'quantity': 1, 'item_cost': np.float64(263.78), 'total_item_cost': np.float64(263.78)}]",9027.500000000002
TXN000027,CUST002,2024-08-21,"[{'product_id': np.int64(87227), 'product_name': 'Appliances Product 87227', 'quantity': 5, 'item_cost': np.float64(229.31), 'total_item_cost': np.float64(1146.55)}, {'product_id': np.int64(18013), 'product_name': 'Laptops Product 18013', 'quantity': 1, 'item_cost': np.float64(694.89), 'total_item_cost': np.float64(694.89)}, {'product_id': np.int64(95337), 'product_name': 'Men Product 95337', 'quantity': 1, 'item_cost': np.float64(758.72), 'total_item_cost': np.float64(758.72)}, {'product_id': np.int64(43648), 'product_name': 'Decor Product 43648', 'quantity': 4, 'item_cost': np.float64(829.87), 'total_item_cost': np.float64(3319.48)}, {'product_id': np.int64(81210), 'product_name': 'Smartphones Product 81210', 'quantity': 4, 'item_cost': np.float64(238.76), 'total_item_cost': np.float64(955.04)}, {'product_id': np.int64(8916), 'product_name': 'Decor Product 8916', 'quantity': 5, 'item_cost': np.float64(243.38), 'total_item_cost': np.float64(1216.9)}, {'product_id': np.int64(87027), 'product_name': 'Smartphones Product 87027', 'quantity': 2, 'item_cost': np.float64(487.06), 'total_item_cost': np.float64(974.12)}, {'product_id': np.int64(27233), 'product_name': 'Accessories Product 27233', 'quantity': 3, 'item_cost': np.float64(87.98), 'total_item_cost': np.float64(263.94)}, {'product_id': np.int64(7416), 'product_name': 'Furniture Product 7416', 'quantity': 3, 'item_cost': np.float64(516.57), 'total_item_cost': np.float64(1549.71)}, {'product_id': np.int64(22517), 'product_name': 'Men Product 22517', 'quantity': 4, 'item_cost': np.float64(707.16), 'total_item_cost': np.float64(2828.64)}]",13707.990000000002
TXN000028,CUST002,2025-02-01,"[{'product_id': np.int64(42711), 'product_name': 'Appliances Product 42711', 'quantity': 5, 'item_cost': np.float64(322.58), 'total_item_cost': np.float64(1612.8999999999999)}, {'product_id': np.int64(91604), 'product_name': 'Men Product 91604', 'quantity': 1, 'item_cost': np.float64(144.6), 'total_item_cost': np.float64(144.6)}, {'product_id': np.int64(62436), 'product_name': 'Appliances Product 62436', 'quantity': 5, 'item_cost': np.float64(195.7), 'total_item_cost': np.float64(978.5)}, {'product_id': np.int64(54235), 'product_name': 'Decor Product 54235', 'quantity': 2, 'item_cost': np.float64(719.75), 'total_item_cost': np.float64(1439.5)}, {'product_id': np.int64(22248), 'product_name': 'Smartphones Product 22248', 'quantity': 5, 'item_cost': np.float64(937.48), 'total_item_cost': np.float64(4687.4)}, {'product_id': np.int64(74194), 'product_name': 'Kids Product 74194', 'quantity': 4, 'item_cost': np.float64(625.05), 'total_item_cost': np.float64(2500.2)}, {'product_id': np.int64(74972), 'product_name': 'Women Product 74972', 'quantity': 1, 'item_cost': np.float64(198.59), 'total_item_cost': np.float64(198.59)}]",11561.689999999999
